ips_locations - Copia
ip,y,x
109.121.241.79,5.02001413810746,-20.8428327534041
77.209.99.18,11.5031333151236,116.063579320666
118.161.57.55,-11.9787125782564,-65.0030721069068
130.75.183.148,68.5719734977442,-82.9647208282376
212.233.250.190,-67.3929489566662,-177.80850966097
95.73.110.231,-10.9227948233767,-84.7039108404253
88.80.102.94,-12.7609292396264,-115.219360081261
98.224.46.203,3.93856679545503,59.3434454844343
88.80.140.70,65.4240802392824,-73.6565987903407
93.81.156.155,17.9062948720466,-77.8021827700001
61.31.143.171,-71.9242609850233,129.695307285895
92.248.202.40,46.3983502017566,138.677270197131
77.105.243.1,56.5654170408069,-135.509269976681
78.142.2.52,-14.4540340062807,162.360536682889
60.250.139.239,28.8115769383598,-36.7503742467248
93.80.121.63,-79.3859578959893,-143.971773644287
46.187.90.69,71.7928400030307,61.9088886132321
87.79.228.84,-17.9129009195919,132.303030124126
211.181.131.43,-60.3386938655239,-118.525814819194
114.36.152.251,-61.8063421410921,-22.3878714122368
193.86.244.132,-48.7556156435598,-135.946366072568
178.93.108.8,-41.8037228013767,-92.6521200161691
78.241.148.91,-70.0949504410129,-81.6007690434301
109.111.145.142,-74.5231131631197,109.220258784004
84.26.188.205,5.23826840313339,65.8390519631005
116.92.25.225,53.4848970169253,115.730154905566
111.184.45.18,-27.8661697369989,148.370152232464
76.68.137.4,14.4940149177526,-110.968047777284
91.210.158.202,-56.9301140140066,-157.962777385804
195.222.126.134,-52.8196563986297,-121.616531617473
81.198.175.52,-30.3374762383549,58.2338285308726
142.166.82.139,5.73492047802196,-104.805822760238
61.227.193.114,-11.5442921599102,26.6795794402806
92.247.213.123,-82.523504956139,-102.544843461467
202.173.219.102,56.3591814414435,-10.6975949722422
88.155.149.207,16.2219424366824,73.4089249662152
173.212.70.194,-6.2463173620836,-157.144867685587
62.107.195.28,-38.8758406261973,82.5623301344292
173.217.73.212,-26.1477956881614,-36.5047824209777
193.68.159.125,38.2540418483722,139.312725046064
81.183.198.216,11.6508351373724,-96.3226959331806
89.23.0.75,-26.253277870421,90.0204567772036
77.99.71.174,-21.6957846625513,115.469755330022
98.254.172.76,-38.9501705261195,-125.249686133083
109.87.159.142,-4.69853712044574,153.2748919857
213.231.47.83,12.4267442064897,-45.8073497289843
151.48.110.59,-76.4965231827925,-106.232682132449
62.245.79.141,-10.8102196757828,138.768254790726
94.129.2.129,72.7461031421161,-64.8667558318983
95.169.213.63,10.9063686340046,-1.1522113967323
72.241.41.17,-16.457562491822,-78.05787643255
99.35.151.163,-25.9137543473856,-112.015499245351
87.110.212.153,58.0949345293923,-112.340013462267
114.181.17.224,-61.0510876809162,44.6343415218984
87.110.212.204,52.2669341658971,-105.214307893061
82.12.9.56,-19.186841009641,9.63692424495036
213.241.124.217,-19.206818058464,41.8723664752601
87.110.97.187,-68.9218400158727,-0.244148586813623
89.138.114.175,-69.576573927267,92.8739904494085
121.80.188.62,-71.4868526270804,52.8537109383883
94.47.224.70,-69.1742558232573,-95.4102741865692
87.117.201.199,11.1032094283247,154.237414111938
84.210.104.153,-25.1365037711505,-40.8142074887911
77.78.166.245,62.6330242764909,-60.4063913367819
90.191.6.183,12.2497311034391,-35.2584936966907
75.181.148.103,70.4231999907693,3.80086570504824
50.44.82.148,23.439610004379,166.670618609772
98.254.222.63,31.4359475915852,-97.7836778786367
118.171.248.144,75.2492189931417,-158.734816938836
77.77.50.52,-15.2200810771239,16.6558131260763
75.13.68.116,-44.1809560627343,-14.8604481961076
90.162.14.66,-10.7703272294738,-15.7887516746842
111.243.160.109,-54.0539083342811,-25.1895560649807
86.31.75.215,44.8491004551423,-102.955556661488
70.125.145.95,-46.4697269748016,-19.9087924649708
188.77.200.10,27.0061636567282,-115.792319504544
93.152.132.147,65.6418662744629,-80.7969872182111
98.247.232.179,-20.9347390427134,60.5807394576006
93.147.166.229,46.5021126711943,-107.161726931336
67.250.107.236,64.3405298249898,-127.635346321496
41.196.127.43,1.73944254063647,-118.352177344036
77.67.32.14,4.91150721682999,71.0460352970286
94.155.201.171,10.9311584549751,105.440453809205
204.9.163.200,48.6321796207624,152.280374627052
2.92.77.1,-51.9323734212697,-18.3519816221076
2.50.140.176,-75.5272054493261,26.4509173325926
80.254.73.21,-43.441844376508,-30.8158548138996
94.209.87.36,84.9576304728818,-146.216781050215
75.103.153.167,-52.299105446328,-160.34606428317
93.134.186.201,-46.8242967069863,66.3324968500722
1.174.139.10,64.9408042919523,-146.988328139296
86.58.84.96,8.55886811041027,-122.889379485099
116.15.174.235,71.4767551536621,133.465676944667
116.15.101.142,49.3618753412508,36.1922464653862
59.104.108.33,-71.06142636412,29.0350850599589
82.119.17.106,-73.4242834610605,-113.001332713251
59.113.49.230,-73.0964108241395,103.913379934369
125.14.124.61,47.2371508967506,82.3197221497368
125.14.125.40,-4.461504886349,-42.6196996013441
46.10.15.9,-39.2267747834448,4.66794464176289
122.124.173.51,-34.9046515995951,58.757603222121
93.177.204.200,62.9481072121061,-143.815801186343
62.43.66.102,56.2477517698432,177.726945820252
41.130.116.135,-84.8176709834396,25.6150096003641
95.84.215.103,68.7946014624483,101.923888451503
207.38.224.18,-21.7694222465556,174.916209434848
41.232.211.1,-8.92823521357656,175.909586270225
217.121.76.24,-2.75931513836044,46.8026519287017
91.134.57.113,-50.2338961884252,173.698463817659
91.134.70.25,48.9159709536142,-47.5873056760408
68.146.97.5,-40.471122078855,-77.5721936847623
41.238.248.20,80.1317379846692,125.102524023485
188.173.124.38,-57.0432916611311,-178.39417733036
83.168.50.163,-33.6658636654537,-60.2587864238084
118.169.38.103,53.7679783530336,107.29876080107
139.153.150.63,-6.02181871194713,-165.324477613913
60.228.60.23,17.7167716869023,-123.474711804678
94.50.190.143,-14.3673884747532,-83.3697723784142
94.200.190.94,-53.9483417144066,44.4923427402135
95.105.11.110,-83.1673917018808,91.4430308120264
151.67.124.163,-48.0422004365031,90.789968142508
174.74.60.23,56.6567436909538,116.011727868455
69.254.229.140,-18.2123338368507,-84.7595490860575
122.121.203.247,23.587330221306,41.8568958389569
71.7.235.201,-22.5771204350662,-105.085177477136
41.220.137.105,-30.102605930714,-154.099709769142
41.232.204.119,-69.1187738738002,70.7709341424139
62.68.59.43,1.88721318171829,-76.9935346473519
67.149.133.176,-79.9321803507233,-126.942917465871
83.99.158.151,-45.2947118574983,31.9644899414953
213.167.28.221,-65.9539034333474,156.0191513699
90.215.20.137,8.83757694769761,46.9438094989792
95.111.55.91,-21.8760931638394,-101.147322047499
188.187.177.49,79.404183479679,35.6095756349779
83.99.251.76,8.28291998629645,-39.2143116957723
77.24.202.116,-45.5588499075365,114.372149065454
205.188.11.18,9.29446703047184,133.337762987546
174.35.67.54,-21.8927879591217,112.028643018886
82.117.159.149,-52.2809492784716,-24.2721276526841
41.203.228.231,-69.1961844002725,173.583243378069
205.188.11.42,-42.7359720794292,100.454106330115
41.206.150.0,-55.4344655257509,5.42138191046388
41.81.61.134,-29.9112042466326,0.253658859027439
193.188.161.208,-84.947763644733,134.753126611215
41.243.59.31,-35.8342114535744,-5.08229365660313
41.206.193.42,46.680891374952,80.7958630665605
41.239.2.154,-21.5523359298933,179.17706511561
82.139.13.89,44.8870053943687,157.123530774762
205.188.10.214,8.58557541359451,42.4990384873406
77.220.7.181,44.5115436905638,-31.3999947162507
193.149.47.98,8.98527377304976,79.7951302486879
205.188.11.19,-39.9772530522161,-56.5126556544975
139.195.151.61,5.92762205489413,134.192472604232
139.191.88.28,7.25063312565268,62.0784141404228
205.188.10.239,80.979125789683,10.0593179807626
205.188.10.197,-83.1948307028786,133.778694659781
205.188.10.235,48.1814103591567,-56.9792274283841
205.188.10.245,-40.8955728950338,-139.584827298198
205.188.10.185,32.9347167354004,57.8013233382012
41.34.128.253,-46.249985282202,-179.001452659278
138.246.2.3,65.5463462613438,15.7006074233144
62.180.140.217,-25.0288906788122,-10.2644103415161
77.5.212.237,-63.1999624564684,-109.55936604898
109.164.239.147,66.5719632984446,169.011073941258
205.188.10.217,-22.4818166344208,-56.8757670945009
138.246.2.59,32.4096977702862,-170.22007683283
193.198.99.10,-53.800871091636,-2.04740403457285
138.251.228.1,-8.78250639726518,76.5361068069924
205.188.10.189,-84.9143026702693,-34.858208110311
138.232.88.91,82.7220148026947,110.21830970522
85.71.29.123,-20.3188836949569,-147.210152187542
14.97.209.108,58.9185829061257,1.59719934425846
41.218.233.22,11.6608575030424,133.191904796086
85.118.98.25,73.7533778816531,0.247716837840414
205.188.10.251,-24.2644563231582,-158.188979206893
62.197.254.18,24.1724235183764,178.914778509507
138.246.2.253,-54.5078185855916,-10.7578959741349
205.188.10.196,-50.7961076785225,134.377905788111
137.56.68.80,3.74066813974424,179.003397024213
212.106.95.58,-78.4023744690008,-179.964935474994
62.167.121.254,66.3809751622351,-106.638314951577
41.78.18.132,38.8130055694218,18.5337786547636
77.238.161.250,-14.7100921840893,27.8732258667875
82.76.136.99,-49.2854088666426,108.22029309672
89.181.215.3,38.1706650827844,155.017555191629
109.245.177.154,-48.8453906282477,-68.0568555162456
147.32.86.95,33.1525704142089,132.092983076405
151.49.179.217,-23.0131314431924,116.69997201628
95.103.217.207,69.1681211361719,-177.582610432362
151.52.9.197,17.1433721072151,-64.9040316373741
85.207.23.90,-63.464742356927,-126.977399213432
147.32.85.86,-60.4379562415313,35.6677210961739
151.60.214.233,18.5921995310409,137.213056642556
50.17.238.105,-44.2608127710853,-159.336525651561
147.32.84.73,62.7106063909709,166.706498406924
50.16.227.193,-0.948695806097874,-123.440857734594
151.65.252.195,-51.6599584457562,95.1601908019632
91.115.83.217,-50.6632893488063,-146.509735255638
151.74.13.187,-20.2021942831098,75.2062309972597
151.74.193.41,-27.483329004046,-48.8265129030337
91.124.171.70,41.9248388024294,13.1160319662432
151.82.38.218,-20.5403846217392,-31.7089038690103
147.32.84.213,84.2548529966256,141.192454419947
94.168.247.137,-61.466937750603,-17.976966826598
151.9.163.88,-37.1130595576085,97.5857015492675
82.218.49.179,84.5542664573213,22.7229119230055
147.32.87.100,-40.7649512754491,95.8108000556628
82.63.213.160,-16.1092367485828,-119.092427093159
95.103.22.206,-31.5542830271617,149.776853114097
151.48.20.62,74.7804196671956,112.504691536861
74.201.117.247,-75.562505101395,-56.385840345955
149.235.254.205,71.6176040088765,98.3410450479623
150.140.233.44,-44.6753241934279,90.6871768741363
151.13.30.75,-67.6018982128904,153.300952457092
82.33.213.2,-3.09506616170027,38.1211428056261
151.21.14.255,-48.8243390445164,-134.691349697296
151.25.234.112,38.1632340043402,-3.97964778063178
89.97.248.23,15.97281075382,161.670377594176
151.25.39.209,78.3751698145405,-140.092166370118
151.26.11.226,-27.3803248004457,154.420810801863
151.26.21.72,20.8302935011176,125.914842847055
151.27.107.34,72.0643922520991,173.707065347559
74.125.39.109,79.2037716811834,136.304811978432
74.125.218.240,-77.4005339730721,79.0065361585599
151.33.17.55,17.6095446452562,99.4220729410029
147.33.36.32,68.1614290452957,37.639136604448
147.32.89.215,-24.9527466741989,-170.454025253767
147.32.87.99,6.49786665213381,-69.2037134179488
147.32.87.61,55.7236976682683,-77.4262942773157
151.42.35.190,36.4794122138804,-46.2988489177311
90.179.102.135,-37.4120725198871,-84.6528011989933
90.180.150.145,-55.3484876806917,-51.7430016901667
77.184.51.193,63.8931453732331,170.606636623005
147.32.84.118,83.4088085178613,-23.4219661183249
147.32.84.103,-18.3513055813556,-153.934334993498
145.236.187.92,36.2026929309195,-51.0654583573705
85.234.199.6,-70.6199155885592,-175.669162906816
195.239.111.21,-49.903583446131,12.6592384038155
144.32.44.184,-9.97800546720467,-11.0654577764962
85.127.109.102,22.6979363964114,-41.883967011224
82.18.140.38,32.9037043491524,75.2982497839193
193.73.242.1,-29.7120103776425,112.985498928277
82.170.139.101,33.304307068801,163.745362356176
193.68.14.110,-71.0839296661657,-147.266397149265
141.83.108.237,-58.0110897379536,28.363331437126
141.30.211.50,34.7635228580345,-120.40800035099
141.250.51.51,47.1314032927255,-0.221273089446498
205.188.8.254,33.2334083205404,-71.0612344911166
85.32.91.210,-75.3906568915507,-155.036533166164
205.188.8.253,-4.92118801599088,29.050135809613
141.101.179.192,20.3789567172514,-164.07428824169
205.188.27.51,7.99741623817287,8.60072326654921
91.37.163.15,-74.7171102902886,73.7029764781007
205.188.17.70,81.9858898163114,-71.0947608296406
205.188.11.81,72.2823979159031,34.0387775321427
205.188.11.58,-53.2780569640487,-37.9611170349677
145.236.41.73,83.3867234111432,-65.7168221052988
46.51.186.93,18.6987258439139,-26.2959172972826
91.195.58.208,-30.4389334299474,62.8877114813161
164.132.93.4,7.38264731771328,8.81161838037264
155.207.253.124,-79.9043059406792,-2.68844250785705
89.236.217.18,40.5985103820919,23.0837310092803
157.157.179.238,-73.6205524441943,120.745693855186
91.16.63.164,-56.7012894819181,-109.410072228019
158.195.95.43,-22.8570223267619,-104.832296121664
147.32.3.12,-27.490525065667,158.000119045307
91.176.13.137,25.3901742706841,-38.9275804890854
147.32.203.229,-18.5717688506404,9.9253047352035
159.148.121.213,23.1122317447711,150.286263179999
91.178.46.79,51.9725533261494,27.3336892934345
94.110.81.149,47.4621188049854,130.479429791162
147.29.31.5,-84.6644883360912,-159.172314957467
147.27.58.81,-36.4067209793128,-78.1818279432549
147.231.251.19,-31.0313551789661,-161.593078091234
159.148.229.250,11.0392941754255,52.9973797770216
194.24.138.51,3.78972767232236,-14.0776208666102
94.178.153.227,-2.412710689786,-42.3074228959502
147.229.15.50,-27.8207626723949,179.107043279819
147.213.192.49,-8.5360584490347,19.4635463325701
146.87.52.50,-21.4061342055267,-47.2923827714438
194.203.153.1,7.27574009384259,-129.420886137657
195.216.210.247,58.212623840315,-96.3105597704149
41.202.225.151,-30.3654153066113,-170.604232421025
41.189.128.15,-65.4755618556785,31.2279637032365
90.152.179.185,-27.0809081423418,-35.6367990676929
188.131.108.240,21.1821869517145,138.512294303859
86.158.41.164,-60.3532009424832,-96.2989264997014
92.50.124.101,-29.9940874506315,84.4595865997573
83.67.26.147,-28.1392239685064,-107.59894115437
178.122.116.87,14.3728570037182,177.593746495383
124.23.78.103,26.97772866207,-29.6806384714475
81.164.206.29,0.340530068667064,-57.4361645573045
130.83.254.49,-82.1357816487771,-100.825205063915
213.226.5.6,49.6736903112302,51.5761864435587
2.206.0.22,-67.0784904168195,-133.330046510605
192.162.140.155,-58.5982617287565,-46.2588090598087
195.91.109.154,-44.0238623203354,-116.72659152857
80.212.66.39,0.0236979693590058,145.901342694775
212.80.67.182,78.9367847745943,90.4920447991093
221.130.110.6,-68.775164480193,-93.2294085453322
87.0.7.167,84.6604660973927,14.0618047846168
64.12.73.195,-64.3049220132271,152.028914690571
64.12.73.166,-36.2348122870419,34.6418629418756
64.12.73.165,68.0088854655099,126.747412389063
92.154.129.44,-67.6037872336399,-141.132414953238
64.12.68.229,-64.7920904187898,-86.2627303230177
87.228.220.163,-24.612016365608,140.820421399987
41.201.175.36,-29.0833890082745,177.268788870599
64.12.29.228,-67.759237623825,143.768828682987
192.166.145.29,-65.0017320683051,-84.0423124542884
213.180.179.253,-51.6573567713913,1.87950950669943
95.236.27.237,-33.0429459211736,-99.5413209286385
213.181.225.101,-84.2233775665405,38.9759557441442
192.162.140.157,-72.2684694945573,61.7371427135689
80.121.36.163,22.2640448349047,5.09235236686362
92.99.63.147,-72.769840763258,-40.7678049615127
196.201.133.134,7.99249966023648,-116.346129976298
79.30.62.4,-80.4363743123071,82.046773694212
129.132.29.99,-76.8250781487254,-31.8135766683657
83.86.42.45,-35.5598982129271,-139.670144275292
78.222.8.146,38.6991536629269,-177.097626930107
213.91.152.142,-23.536897570795,-86.7209400452241
83.3.77.74,42.8625553182119,39.9811154819417
213.98.143.175,-83.8496507258772,92.03557596352
84.226.229.78,73.9734651030631,-25.8635806973108
83.52.81.57,39.7001198050171,-145.802155366752
94.25.102.91,-28.6966312755016,-167.749023659949
188.19.232.89,50.2647077278147,28.9670325535081
79.46.250.3,83.5971936801682,-170.251146659148
180.199.132.227,47.1954716939688,41.4855696435216
80.67.104.241,-48.9682880260596,-7.69961459522256
216.239.113.174,16.8143620939201,83.0762943679177
216.239.116.152,7.02097576477672,-74.0308636900568
81.173.180.3,-38.6900873509699,-22.3275424748175
8.20.213.42,81.8814686726864,25.7578426591431
212.39.97.7,-63.1773456718409,78.8194596192293
64.30.224.117,-34.8495733307052,143.928233214829
64.30.224.111,-0.217310600627087,111.674254072744
213.169.39.184,84.4656999109079,-71.6700178017412
216.239.116.55,-16.9000132810357,-171.454861076294
94.59.82.91,-82.3993125613669,-158.285024710255
81.30.240.226,25.6627455098352,-97.4377457723488
222.70.153.13,-3.68852179858361,19.4343494560215
80.120.130.158,-22.7103065327906,90.4350778533678
81.6.98.107,-52.0381706022775,136.745343344921
196.201.133.170,39.1926756757284,-48.1331960581939
94.233.36.10,55.8975889268498,24.4228537350334
79.154.199.106,30.8905280088114,106.470722590839
213.155.255.138,9.56273763802569,144.930053962478
85.100.153.249,62.0272630606383,107.736931262997
77.8.35.140,-37.4482497180288,-124.822722316589
41.136.79.92,64.3015942109488,18.7158168729659
218.205.6.154,54.8247733132258,-132.06737341564
69.63.181.12,77.0502761478515,163.377524201869
83.78.136.90,-55.0595639714914,112.401534218969
69.63.181.45,-36.6064230193157,175.520022005991
69.63.181.47,-47.5579685839791,157.165971214479
69.63.181.51,-47.8458942930072,95.7658578274457
86.45.0.82,83.6343870164876,110.811581521753
86.163.128.46,-10.2798518125844,57.0808500610432
93.56.35.22,-60.6402503839101,159.023366980612
134.28.69.36,-78.0091597381091,-77.1963957204465
80.254.172.160,69.8362315122755,105.166362423955
195.241.247.70,-27.8560420735318,-47.3569372872068
187.113.81.226,-58.0682990526933,-143.245454542623
134.76.63.195,-66.7357346250321,43.5100914458303
92.40.222.69,-13.8000456972399,-86.4094282504331
95.137.149.55,-60.131981519125,137.094275818994
197.250.3.87,34.4669791324825,80.5824927150894
62.228.62.62,66.1625860887355,-53.607874838529
84.114.138.111,68.6219611659873,127.280710368628
62.228.38.56,26.9026163217321,-59.1210022232988
217.238.100.122,36.0383541566425,-123.130187358334
67.221.174.61,-15.7057072622614,-3.33728211672778
62.228.187.155,14.232441049474,-30.6390003858411
188.103.3.123,-49.3342996582917,52.9121927287957
62.228.163.132,59.8729887124175,-172.73449347748
125.46.67.235,35.5915381568706,159.294549619348
188.75.212.228,-70.2077500859875,-34.4882467718207
41.199.149.49,18.7724107718606,-100.040292176574
134.83.236.5,76.9883475529348,178.202795601785
41.132.19.154,26.4909076747404,65.7185814227925
65.55.236.179,83.3816221952785,-85.7613210475198
83.149.3.150,51.7539171063486,120.857442187707
77.98.161.9,0.305668280124536,30.2091317687847
83.175.84.86,63.3370137690049,-115.137654852232
192.168.88.189,-47.5697157388452,-174.535750547753
83.200.211.24,-13.9131765628357,-3.33695150042504
212.183.140.17,53.8197366489028,138.562216181816
41.130.18.13,68.2003881784045,14.3481098370338
77.94.84.120,4.31041195428489,-139.089172481554
84.244.92.50,-32.430461811161,-120.116200282926
212.183.118.128,60.2469915766277,-129.597734742739
217.125.142.109,41.5989271845022,-106.761141735217
87.2.197.7,-24.2402497685184,1.04812440596803
78.100.204.5,70.3901690884901,41.1259867862679
67.195.187.246,31.5269646324816,-148.275139815029
95.109.183.8,76.1568287010314,-19.927027049888
212.21.35.74,-45.9842007023746,0.471738036039568
132.69.231.34,62.4569594119502,-150.031796424196
81.136.155.119,-38.5800845711708,59.310552190486
62.99.140.162,-47.9643294513799,82.8852775690594
62.47.182.64,-4.74246345187966,-157.831073435002
201.252.157.186,59.7416390284846,37.0546077050481
2.96.28.195,32.3660237688317,-71.9451076596859
77.9.82.137,-42.5192073458466,-95.0179797886741
212.183.140.59,-59.4474933179231,-65.7015453151666
151.80.128.2,10.1277948177387,-166.929270728308
79.156.171.4,14.3866146447283,-59.1592528631478
92.62.62.34,13.4807486989077,58.9926097047472
151.77.129.98,40.7964220680459,79.5651341428056
83.86.140.87,13.9776266218321,-173.346954192205
94.46.232.89,57.8149518777867,175.395131359891
155.207.251.196,31.7266370328143,-142.772905809743
188.130.192.30,-41.1950311072174,81.9651189563286
217.122.252.57,-5.19956037886217,-164.651943383855
194.78.168.8,-21.961696958385,-145.740938517286
95.102.143.138,77.598368392199,37.6284037366285
79.18.74.187,-25.4687550728829,-127.752150193895
188.163.11.5,-33.0714342154778,96.7805432646306
158.36.131.2,-50.2849558404236,177.508838359846
94.50.151.87,1.07138580188821,12.3994021742382
194.247.35.2,-33.8276173145115,-61.5428600717045
83.82.244.3,36.1548482862867,-43.8328494462341
95.135.139.0,-39.3261325543939,99.028815330257
91.177.12.79,-77.0824243690946,164.470656608039
157.157.203.156,27.3903644166727,115.88630171584
2.176.227.222,-53.1464498881922,36.6774064346617
94.160.242.62,-57.9439321099159,65.2000402479192
151.33.13.46,17.2197086998827,138.659951925916
213.220.212.174,74.7753500131548,141.918958829709
151.28.156.22,31.9147811023442,-27.2977496379331
151.28.133.225,-16.2055457676904,-136.711127052714
147.86.212.136,49.796503159421,-133.909537974771
89.86.148.186,27.9271095168808,-168.319528891024
151.27.123.52,70.2576059792755,-13.9190925717621
85.160.4.219,19.5304342468809,126.933084951012
147.91.34.88,-0.949505308855478,66.0026421872411
147.99.86.68,-51.1011328939957,163.727416747461
195.158.105.22,-61.6724681831422,130.629492801514
86.16.87.47,-2.6020791974415,-41.2862887868638
93.147.166.209,-80.604521967156,-47.9340404641808
85.162.136.183,-66.8717901397026,-175.235688834402
85.162.68.211,-18.7939017834259,-161.789432793052
151.16.77.147,34.1058523046447,-6.67689611244151
151.16.64.187,-11.2551333590092,111.540053135626
151.16.143.249,-31.6926524759332,54.4570648512577
149.139.117.66,-62.5150064197163,168.113755063166
94.145.1.140,-19.218675479166,154.960658190244
149.156.131.41,73.2376517258358,129.615768120414
80.24.126.210,-8.96024073980411,-54.5054773236828
80.24.132.47,-49.6851704200732,29.9203182057992
89.7.154.249,-70.918060588968,-39.9629959608328
213.180.61.182,-44.8367823642205,-57.7806954147106
2.4.78.5,-51.0994484624182,-100.702459408676
151.33.72.190,-9.57191112081432,176.493910078887
151.65.47.66,17.0246137795733,46.4845414719641
91.114.69.74,25.8333807653052,16.9771606305986
151.63.95.63,45.4881998224837,107.320074811888
213.87.122.96,36.8093515456481,143.691731779072
213.87.121.60,74.2599626928927,-149.488732233207
195.169.207.103,42.1489089050354,39.049668036823
109.242.123.122,-18.6031961575717,-118.878558101238
83.93.182.23,-15.858818338409,-172.471910938827
79.95.147.129,69.0923575722846,-72.16890833266
84.0.122.12,14.2733262238277,33.1273328176613
188.20.95.94,-9.71324293462068,-130.30595923678
95.102.163.30,-44.2042905665434,88.1102917640688
90.210.104.206,29.1232851016294,32.3470478617308
151.50.86.255,54.4993992705336,-22.4706754615909
89.33.217.16,-78.6174219928185,-102.625819358035
84.205.241.9,52.9571912255721,76.3577149281991
87.112.211.23,71.1006676383454,-138.51510857276
2.122.57.154,56.3417113769069,-163.030104186352
95.32.61.245,23.073353452826,24.613835810267
93.116.196.103,-7.41693146836219,31.1508019898971
213.175.170.130,54.4135637562802,-160.986807495556
80.32.26.15,-22.1510726561775,24.0849059795081
86.73.8.203,-22.5727214849428,59.3264982249095
84.142.12.70,25.0652283601505,-19.4151755927047
80.109.7.213,30.7545883342972,174.700061774153
159.148.186.28,-55.2071455407401,-12.1015768798227
62.228.145.235,39.4958911881957,69.1334071290143
87.21.218.165,2.83017655083361,-34.4995559318532
141.250.160.67,45.5560109902464,-12.9345309565456
92.243.50.5,-7.54403645222141,140.338678357425
85.93.161.10,-6.86296606028367,62.2666460009202
83.103.170.204,40.310351117893,-39.9875982679665
77.118.29.54,70.4958945815996,66.501059246595
91.83.191.67,-11.5858105341159,45.6837929802286
